SampleID;Transect;TransectX;x;Random;St_Larvae;YesNo;Depth;Depth_Bin;Velocity;VelocityBin;Froude;PhotoID;NCoverCL;Richness;Sper;SDI;TransectGroup;TGr;CoverCL;Cover_Class;Isonychiidae;Heptaginiidae;Perlidae;Perlodidae;Crayfish;Baetidae;Ephemerellidae;Hydropsychidae;Coenagrionidae;Gomphidae;Amphipoda;Lepidostomatidae;Thaumaleidae;Helicopsychidae;Chironomidae;Leptoceridae;Aeshnidae;Phryganeidae;Psephenidae;Elmidae;Athericidae;Philopotamidae;Brachycentridae;Caliopterygidae;Corydalidae;Diptera_sp;Glossosomatidae;Limnephilidae;Empididae;Pyralidae;Polycentropodidae;Simuliidae;Leptophlebiidae;Baetiscidae;Hydrophilidae;Annelida;Tabanidae;Odontoceridae;Ntot;EPTrichness;EPTN;SmoothBedrock;Fine;FMGravel;CoarseGravel;VeryCGravel;SmallCobble;LargeCobble;SAV;WoodDebris;InterSpace;Mussels;SubInd;Avg_Rock_Size;Med_Rock_Size;med_RS;Coeff_Var;Hyd;Lep;Eph;Hep;Elm;Iso;Bae;Bra;Gom;Chi
TS104;52,2;52;1020;13;0;No;0,72;0,51-0,75;0,65;0,51-0,75;0,244575306;2986;2;7;0,18;1,593;Eleven;11;Seven;7;0;2;0;0;0;1;10;0;0;2;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;21;3;13;0;0,0872;0,175;0,1723;0,1538;0,4116;0;0;0;0;0;0,050617;16,07;11,97;11,9725;1,015281201;0;0;1;1;1;0;1;0;1;1
TS105;53,1;53;1040;15;0;No;0,34;0-0,5;0,55;0,51-0,75;0,301154063;2987;6;14;0,37;2,348;Eleven;11;Two;2;2;3;0;0;0;1;7;2;0;2;0;0;0;8;0;0;0;0;0;5;1;0;0;0;1;0;1;0;4;1;0;0;0;0;1;0;0;0;39;7;24;0;0,6047;0;0;0;0;0;0;0,3953;0;0;0,018141;0;0;0;0;1;0;1;1;1;1;1;0;1;0
TS106;53,2;53;1040;6;0;No;0,64;0,51-0,75;0,79;0,75-1,0;0,315284486;2988;6;8;0,21;1,675;Eleven;11;Two;2;0;0;0;0;0;1;11;4;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;24;4;18;0;0,4075;0,0864;0,1642;0,1482;0,1347;0;0;0;0;0,059;0,039383;15,13;10,85;10,845;0,878400775;1;1;1;0;1;0;1;0;0;1
TS107;54,1;54;1060;7;0;No;0,84;0,76-1,0;0,64;0,51-0,75;0,222949153;2989;3;8;0,21;1,921;Eleven;11;Two;2;0;1;0;0;0;3;5;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;17;6;14;0;0,3671;0,1605;0,0913;0,2486;0,1129;0;0;0,0197;0;0;0,041202;12,69;8,32;8,315;0,880648051;0;0;1;1;1;0;1;1;0;0
TS108;54,2;54;1060;13;0;No;1;0,76-1,0;0,48;0,25-0,5;0,153252206;2990;2;10;0,26;2,205;Eleven;11;Two;2;0;0;0;0;0;0;6;0;0;0;0;2;0;0;2;0;0;0;0;2;0;3;4;0;0;0;0;0;4;0;0;1;0;0;3;0;0;3;30;5;18;0;0,9871;0,0026;0;0;0;0;0;0,0103;0;0;0,029717;11,83;11,83;11,83;0;0;1;1;0;1;0;0;1;0;1
TS109;55,1;55;1080;3;0;No;1,22;1,01-1,5;0,21;0-0,25;0,060702262;2991;3;9;0,24;2,137;Eleven;11;Two;2;3;0;0;0;0;2;4;3;0;0;0;0;0;0;2;0;0;0;0;1;0;0;2;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;21;6;16;0;0,9869;0,0131;0;0;0;0;0;0;0;0;0,030131;10,56;10,38;10,38;0,082190633;1;0;1;0;1;1;1;1;0;1
TS110;55,2;55;1080;5;0;No;1,46;1,01-1,5;0,36;0,25-0,5;0,095124321;2992;4;5;0,13;1,367;Eleven;11;Two;2;0;0;0;0;0;1;5;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;4;10;0;0,8794;0,0781;0,0425;0;0;0;0;0;0;0;0,031631;10,78;9,55;9,545;0,460190267;0;0;1;0;0;0;1;1;0;0
TS111;56,1;56;1100;12;0;No;0,92;0,76-1,0;0,53;0,51-0,75;0,176419852;2993;4;6;0,16;1,679;Twelve;12;Five;5;0;0;0;0;0;1;3;4;0;1;0;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;14;0;0,1801;0,201;0,4128;0,2061;0;0;0;0;0;0;0,044388;14,55;11,69;11,685;0,601324112;1;0;1;0;0;0;1;1;1;0
TS112;56,2;56;1100;11;0;No;0,92;0,76-1,0;0,69;0,51-0,75;0,229678675;2994;5;12;0,32;2,098;Twelve;12;Five;5;1;5;0;0;0;0;5;3;0;1;0;0;1;13;0;0;0;0;0;1;0;0;2;0;2;1;0;6;0;0;0;0;0;0;0;0;0;0;41;7;35;0;0,1511;0,2328;0,3366;0,2795;0;0;0;0;0;0;0,04465;13,19;10,01;10,005;0,697684742;1;0;1;1;1;1;0;1;1;0
TS113;57,1;57;1120;14;0;No;0,62;0,51-0,75;0,82;0,75-1,0;0,332493764;2995;6;10;0,26;1,805;Twelve;12;Six;6;1;0;1;0;0;0;3;5;0;2;0;1;0;0;0;0;0;0;0;16;0;0;4;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;36;6;15;0;0,1626;0,1365;0,1221;0,3234;0,2555;0;0;0;0;0;0,047943;14,35;8,85;8,85;0,995337008;1;1;1;0;1;1;0;1;1;0
TS114;57,2;57;1120;8;0;No;0,62;0,51-0,75;0,86;0,75-1,0;0,348712972;2996;4;13;0,34;2,276;Twelve;12;Six;6;1;5;10;0;0;9;18;7;0;3;0;1;0;7;3;0;0;0;0;13;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;82;9;61;0;0,097;0,1685;0,2328;0,3018;0,1799;0;0;0,02;0;0;0,047174;16,12;13,04;13,0425;0,780872066;1;1;1;1;1;1;1;0;1;1
TS115;58,1;58;1140;8;0;No;1,16;1,01-1,5;0,58;0,51-0,75;0,17193508;2997;6;15;0,39;2,328;Twelve;12;Two;2;1;0;9;0;0;6;17;6;0;3;0;2;0;10;1;0;0;0;0;3;0;0;4;0;1;0;0;0;4;0;1;1;0;0;0;0;0;0;69;9;56;0;0,6248;0,2105;0,1323;0;0;0;0;0,0325;0;0;0,033779;11,3;10,03;10,0275;0,424099184;1;1;1;0;1;1;1;1;1;1
TS116;58,2;58;1140;14;0;No;1,14;1,01-1,5;0;0-0,25;0;2998;5;5;0,13;1,386;Twelve;12;Six;6;1;0;0;0;0;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;4;7;0;0,1599;0,235;0,1874;0,2428;0,1711;0;0;0;0;0,0039;0,045973;14,45;11,02;11,02;0,822596403;1;0;1;0;0;1;0;0;0;1
TS117;59,1;59;1160;10;0;No;1,1;1,01-1,5;0,61;0,51-0,75;0,185694478;2999;5;8;0,21;1,907;Twelve;12;Six;6;0;0;0;0;0;1;4;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;12;4;7;0;0,04;0,1412;0,3321;0,362;0,1248;0;0;0;0;0;0,049041;17,61;14,26;14,26;0,723332126;0;1;1;0;1;0;1;0;1;1
TS118;59,2;59;1160;13;0;No;1,02;1,01-1,5;0,53;0,51-0,75;0,167548784;3000;5;10;0,26;2,126;Twelve;12;Two;2;4;6;1;0;0;0;2;0;0;0;0;0;0;2;1;0;0;0;0;2;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;23;5;15;0;0,4112;0,1138;0,1271;0,2269;0,121;0;0;0;0;0;0,041848;13,51;8,66;8,66;0,936407607;0;0;1;1;1;1;0;0;0;1
TS119;60,1;60;1180;14;0;No;1;0,76-1,0;0,6;0,51-0,75;0,191565257;3001;6;12;0,32;2,295;Twelve;12;Five;5;0;0;0;0;0;1;5;1;0;2;0;0;0;3;0;0;0;0;0;3;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;3;23;6;14;0;0,1697;0,2693;0,3899;0,1206;0;0;0;0;0;0,0505;0,041388;12,13;9,96;9,955;0,648889328;1;0;1;0;1;0;1;0;1;0
TS120;60,2;60;1180;18;0;No;0,7;0,51-0,75;0,84;0,75-1,0;0,320549986;3002;5;12;0,32;2,081;Twelve;12;Two;2;1;7;0;0;0;1;12;1;0;3;0;1;0;5;0;0;0;0;0;6;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;41;8;29;0;0,292;0,159;0,185;0,2742;0;0;0;0,0628;0;0,0271;0,03808;10,39;6,57;6,57;0,903894399;1;1;1;1;1;1;1;0;1;0
TS121;61,1;61;1200;12;0;No;0,66;0,51-0,75;0,48;0,25-0,5;0,188640425;3003;6;5;0,13;1,419;Thirteen;13;Two;2;4;8;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;34;3;27;0;0,3186;0,1876;0,1715;0,2622;0;0;0;0;0;0,06;0,038747;11,37;8,09;8,085;0,747227592;0;0;1;1;1;1;0;0;0;0
TS122;61,2;61;1200;13;0;No;0,7;0,51-0,75;0,53;0,51-0,75;0,202251777;3004;5;9;0,24;2,133;Thirteen;13;Two;2;0;2;0;0;0;2;2;0;0;1;0;2;0;3;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;16;6;13;0;0,2928;0,2491;0,1382;0,1843;0,1288;0;0;0,0069;0;0;0,042601;12,19;9,2;9,195;0,805541026;0;1;1;1;1;0;1;1;1;0
TS123;62,1;62;1220;8;0;No;1,16;1,01-1,5;0,39;0,25-0,5;0,115611519;3005;4;10;0,26;2,148;Thirteen;13;Two;2;0;3;0;0;0;3;3;0;0;2;0;3;0;0;0;0;0;0;1;0;0;0;2;0;2;0;0;0;8;0;0;0;0;0;2;0;0;0;29;5;14;0;0,6134;0,0381;0,1429;0,0313;0;0;0;0,1743;0;0;0,028636;12,99;9,55;9,545;0,692017032;0;1;1;1;0;0;1;1;1;0
TS124;62,2;62;1220;6;0;No;1,2;1,01-1,5;0,21;0-0,25;0,061206024;3006;4;4;0,11;1,242;Thirteen;13;Six;6;0;0;0;0;0;0;1;0;0;1;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0,1235;0,2417;0,221;0,4138;0;0;0;0;0;0;0,045113;13,19;9,95;9,9475;0,779639305;0;0;1;0;1;0;0;0;1;1
TS125;63,1;63;1240;10;0;No;0,96;0,76-1,0;0,77;0,75-1,0;0,250911522;3007;6;17;0,45;2,518;Thirteen;13;Six;6;3;2;1;0;0;4;8;6;0;4;0;0;0;6;1;0;0;0;0;16;0;0;5;0;0;0;3;0;3;2;0;0;0;1;2;0;0;1;68;11;40;0;0,1624;0,1893;0,2679;0,3803;0;0;0;0;0;0;0,044854;14,76;10,79;10,79;0,695851019;1;0;1;1;1;1;1;1;1;1
TS126;63,2;63;1240;8;0;No;0,86;0,76-1,0;0,61;0,51-0,75;0,210012965;3008;2;13;0,34;2,365;Thirteen;13;Six;6;0;2;1;0;0;1;4;1;0;3;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;1;0;6;0;0;2;0;0;0;0;2;0;27;8;13;0;0,1685;0,0874;0,2259;0,3549;0,1426;0;0;0,0208;0;0;0,046147;21,62;17,24;17,2375;0,657937147;1;0;1;1;1;0;1;1;1;0
TS127;64,1;64;1260;7;0;No;1,18;1,01-1,5;0,22;0-0,25;0,064661708;3009;5;6;0,16;1,673;Thirteen;13;Two;2;0;3;0;0;0;1;1;0;0;3;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;4;6;0;0,9976;0,0024;0;0;0;0;0;0;0;0;0,030024;5,09;5,07;5,07;0,090006763;0;0;1;1;1;0;1;0;1;0
TS128;64,2;64;1260;5;0;No;1,24;1,01-1,5;0,15;0-0,25;0,04300767;3011;4;5;0,13;1,419;Thirteen;13;Seven;7;4;8;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;34;3;27;0;0,2617;0,1656;0,099;0,1079;0,3658;0;0;0;0;0;0,046768;12,54;8,64;8,6375;1,039879523;0;0;1;1;1;1;0;0;0;0
TS129;65,1;65;1280;10;0;No;1,36;1,01-1,5;0,52;0,51-0,75;0,142363739;3012;4;11;0,29;2,167;Thirteen;13;Five;5;2;6;0;3;0;0;2;3;0;3;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;7;0;0;0;0;1;0;0;0;0;0;30;9;26;0;0,2549;0,0914;0,4376;0,2162;0;0;0;0;0;0;0,043993;20,58;19,07;19,07;0,414553977;1;1;1;1;1;1;0;1;1;0
TS130;65,2;65;1280;5;0;No;1,38;1,01-1,5;0,38;0,25-0,5;0,103278412;3013;6;8;0,21;1,97;Thirteen;13;Two;2;0;1;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;3;0;0;3;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;14;6;10;0;0,4705;0,2571;0,234;0,0385;0;0;0;0;0;0;0,038024;10,38;9,04;9,035;0,55488152;1;0;0;1;1;0;0;1;0;0
TS131;66,1;66;1300;14;0;No;0,66;0,51-0,75;0,51;0,51-0,75;0,200430451;3014;2;12;0,32;2,297;Fourteen;14;Two;2;0;0;0;0;0;3;4;1;0;3;0;6;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;3;1;0;0;0;0;1;0;2;0;30;7;20;0;0,3368;0,2275;0,2088;0,2206;0;0;0;0;0;0,0063;0,040674;5,53;3,6;3,6;1,114596718;1;1;1;0;0;0;1;0;1;0
TS132;66,2;66;1300;10;0;No;1,1;1,01-1,5;0,59;0,51-0,75;0,179606134;3015;5;10;0,26;2,051;Fourteen;14;Two;2;0;4;0;0;0;0;6;0;0;0;0;1;0;6;0;0;0;0;0;4;0;0;3;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;28;7;22;0;0,9928;0,0072;0;0;0;0;0;0;0;0;0,030072;6,52;6,64;6,635;0,165958376;0;1;1;1;1;0;0;1;0;0
TS133;67,1;67;1320;15;0;No;0,68;0,51-0,75;0,41;0,25-0,5;0,158743114;3016;4;7;0,18;1,802;Fourteen;14;Two;2;2;2;0;0;0;3;0;0;0;0;0;6;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;18;5;14;0;0,4449;0,1129;0,3226;0,1114;0;0;0;0;0;0,0083;0,039563;17,16;14,64;14,635;0,51451396;0;1;0;1;0;1;1;0;0;0
TS134;67,2;67;1320;8;0;No;1,36;1,01-1,5;0,22;0-0,25;0,060230813;3017;6;8;0,21;1,773;Fourteen;14;Five;5;0;2;0;0;0;0;2;1;0;2;0;0;0;2;0;0;0;0;0;9;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;21;5;8;0;0,3105;0,1425;0,3772;0,1698;0;0;0;0;0;0;0,042365;16,04;14,13;14,13;0,594543183;1;0;1;1;1;0;0;0;1;0
TS135;68,1;68;1340;14;0;No;1,02;1,01-1,5;0,39;0,25-0,5;0,123290615;3019;3;10;0,26;2,069;Fourteen;14;Two;2;1;2;0;0;0;0;3;0;0;1;0;7;0;0;1;0;0;0;0;0;0;0;4;0;2;0;0;0;0;1;0;0;0;0;0;0;0;2;24;6;19;0;0,3367;0,0405;0,0868;0,1779;0,2817;0;0;0;0;0,0765;0,041858;20,27;13,58;13,575;0,986320214;0;1;1;1;0;1;0;1;1;1
TS136;68,2;68;1340;10;0;No;1,08;1,01-1,5;0,75;0,51-0,75;0,230417193;3021;5;11;0,29;1,95;Fourteen;14;Two;2;0;5;0;0;0;0;3;1;0;0;0;7;0;13;1;0;0;0;0;8;0;0;0;0;0;0;0;16;0;1;0;1;0;0;1;0;0;0;57;6;45;0;0,6759;0,1972;0,127;0;0;0;0;0;0;0;0,034515;11,21;9,78;9,78;0,416673608;1;1;1;1;1;0;0;0;0;1
TS137;69,1;69;1360;9;0;No;1,14;1,01-1,5;0,45;0,25-0,5;0,134562976;3022;4;6;0,16;1,474;Fourteen;14;Two;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;12;3;8;0;0,6946;0,103;0,0739;0,1179;0;0;0;0;0;0,0106;0,034548;14,73;11,68;11,675;0,58813669;0;0;1;1;1;0;0;1;1;0
TS138;69,2;69;1360;15;0;No;1,16;1,01-1,5;0,53;0,51-0,75;0,15711309;3023;3;7;0,18;1,712;Fourteen;14;Two;2;0;1;0;0;0;0;0;0;0;0;0;1;0;4;0;6;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;17;6;15;0;0,9055;0,0224;0,0329;0;0;0;0;0;0;0,0392;0,029706;13,08;9,4;9,4;0,566497985;0;1;0;1;0;0;0;1;0;0
TS139;70,1;70;1380;15;0;No;0,84;0,76-1,0;0,43;0,25-0,5;0,149793962;3024;2;4;0,08;0,974;Fourteen;14;Two;2;0;0;0;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;4;8;0;0,8953;0,04;0;0;0;0;0;0;0;0,0647;0,028459;9,1;8,83;8,83;0,260352074;0;1;1;0;0;0;0;0;0;0
TS140;70,2;70;1380;12;0;No;0,74;0,51-0,75;0,15;0-0,25;0,055672522;3025;6;6;0,16;1,631;Fourteen;14;Two;2;0;0;0;0;0;0;1;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;13;5;12;0;0,9949;0;0;0;0;0;0;0;0;0,0051;0,029847;0;0;0;0;0;1;1;0;0;0;0;1;0;1
TS141;71,1;71;1400;8;0;No;1,06;1,01-1,5;0,5;0,25-0,5;0,155053855;3026;4;6;0,16;1,593;Fifteen;15;Four;4;0;1;0;0;0;0;5;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;14;3;9;0;0,2683;0,3018;0,1829;0,1578;0,0892;0;0;0;0;0;0,042508;9,34;7,18;7,175;0,809217143;0;1;1;1;0;0;0;0;0;1
TS142;71,2;71;1400;16;0;No;1,14;1,01-1,5;0,41;0,25-0,5;0,122601823;3027;4;10;0,26;2,112;Fifteen;15;Two;2;0;6;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;1;3;0;0;2;0;1;0;0;2;2;0;0;0;0;0;0;0;0;0;21;5;13;0;0,8346;0,0895;0,0666;0;0;0;0;0;0;0,0092;0,031948;10,77;10,09;10,085;0,451396273;0;1;1;1;1;0;0;1;1;0
TS143;72,1;72;1420;7;0;No;1,2;1,01-1,5;0,42;0,25-0,5;0,122412048;3028;3;10;0,26;2,005;Fifteen;15;Two;2;0;0;0;0;0;1;1;0;0;1;0;8;0;0;0;2;0;0;0;3;0;0;2;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;23;7;16;0;0,9264;0,0115;0;0;0;0;0;0,027;0;0,0351;0,028252;9,92;10,97;10,97;0,231150315;0;1;1;0;1;0;1;1;1;0
TS144;72,2;72;1420;5;0;No;0,96;0,76-1,0;0,33;0,25-0,5;0,107533509;3029;4;9;0,24;1,999;Fifteen;15;Two;2;0;1;0;0;0;0;1;0;0;0;0;3;0;1;0;0;0;0;0;4;0;0;4;0;0;0;0;1;4;0;1;0;0;0;0;0;0;0;20;7;12;0;0,5233;0,0119;0;0;0;0;0;0,4647;0;0;0,016175;12,3;12,01;12,01;0,192388144;0;1;1;1;1;0;0;1;0;0
TS145;73,1;73;1440;6;0;No;0,94;0,76-1,0;0,38;0,25-0,5;0,125136835;3030;5;7;0,18;1,807;Fifteen;15;Two;2;0;2;0;0;0;0;1;1;0;4;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;15;5;8;0;0,5496;0,167;0,2136;0,0697;0;0;0;0;0;0;0,037333;15,49;13,81;13,8075;0,445326426;1;1;1;1;1;0;0;0;1;0
TS146;73,2;73;1440;9;0;No;1,32;1,01-1,5;0,5;0,25-0,5;0,138946795;3031;1;4;0,11;1,237;Fifteen;15;Four;4;0;4;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;10;0;0,2159;0,5042;0,2175;0,0624;0;0;0;0;0;0;0,04064;7,12;5,45;5,45;0,712516559;0;0;0;1;1;0;0;0;0;0
TS147;74,1;74;1460;15;0;No;1,14;1,01-1,5;0,59;0,51-0,75;0,176427013;3032;4;11;0,29;2,122;Fifteen;15;Two;2;0;1;0;0;0;2;1;1;0;1;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;5;0;0;20;7;12;0;1;0;0;0;0;0;0;0;0;0;0,03;0;0;0;0;1;1;1;1;0;0;1;0;1;1
TS148;74,2;74;1460;5;0;No;0,38;0-0,5;0,15;0-0,25;0,077689971;3036;2;8;0,21;1,923;Fifteen;15;Two;2;1;1;0;0;0;0;2;0;0;2;0;0;0;1;5;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;6;11;0;0,9554;0,0004;0;0;0;0;0;0,0366;0;0,0075;0,028678;3,11;3,11;3,11;0;0;0;1;1;0;1;0;1;1;1
TS149;75,1;75;1480;9;0;No;0,9;0,76-1,0;0,21;0-0,25;0,070674629;3037;2;1;0,03;0;Fifteen;15;Two;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0,9814;0;0;0;0;0;0;0;0;0,0186;0,029442;0;0;0;0;0;0;1;0;0;0;0;0;0;0
TS150;75,2;75;1480;6;0;No;0,48;0-0,5;0,22;0-0,25;0,101383565;3039;2;7;0,18;1,906;Fifteen;15;Twelve;12;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;8;2;2;0;0,3514;0;0;0;0;0;0;0,6486;0;0;0,010542;0;0;0;0;0;0;0;0;0;0;0;0;1;1
TS151;76,1;76;1500;6;1;Yes;0,68;0,51-0,75;0,36;0,25-0,5;0,139384198;3040;4;4;0,11;1,242;Sixteen;16;Two;2;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;4;6;0;0,7558;0,043;0,0363;0;0;0;0;0,1648;0;0;0,026209;8,14;6,66;6,655;0,717117943;0;1;0;0;0;0;1;0;0;0
TS152;76,2;76;1500;13;0;No;1,1;1,01-1,5;0,43;0,25-0,5;0,130899386;3041;4;2;0,05;0,693;Sixteen;16;Two;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0,8291;0,0272;0,0622;0,0814;0;0;0;0;0;0;0,033141;11,87;6,31;6,305;1,088327238;0;1;1;0;0;0;0;0;0;0
TS153;77,1;77;1520;11;0;No;0,92;0,76-1,0;0,43;0,25-0,5;0,143133087;3042;5;2;0,05;0,562;Sixteen;16;Two;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;2;4;0;0,2782;0,2618;0,2101;0,2499;0;0;0;0;0;0;0,041818;6,8;4,37;4,365;1,033155515;0;1;0;0;0;0;0;0;0;0
TS154;77,2;77;1520;8;0;No;1,04;1,01-1,5;0,68;0,51-0,75;0,212891214;3043;5;3;0,08;0,95;Sixteen;16;Two;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;4;0;0,8652;0,0336;0,0382;0;0;0;0;0,026;0;0,0369;0,02921;10,11;8,45;8,45;0,601935895;0;0;0;1;1;0;0;0;0;0
TS155;78,1;78;1540;17;0;No;0,9;0,76-1,0;0,38;0,25-0,5;0,127887424;3044;5;9;0,24;1,796;Sixteen;16;Two;2;0;1;0;0;0;5;3;0;0;2;0;1;0;11;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;27;6;22;0;0,8194;0,0304;0,0256;0;0;0;0;0,0979;0;0,0267;0,027078;8,76;6,86;6,86;0,557451525;0;1;1;1;1;0;1;0;1;0
TS156;78,2;78;1540;16;0;No;0,98;0,76-1,0;0,4;0,25-0,5;0,129006755;3045;3;7;0,18;1,699;Sixteen;16;Eleven;11;1;0;0;0;0;0;2;1;0;0;0;1;0;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;7;12;0;0,4514;0;0;0;0;0;0,5204;0,0281;0;0;0,013542;0;0;0;0;1;1;1;0;0;1;0;0;0;0
TS157;79,1;79;1560;20;0;No;0,72;0,51-0,75;0,41;0,25-0,5;0,154270577;3046;3;6;0,16;1,582;Sixteen;16;Twelve;12;0;0;0;0;0;0;0;1;0;0;1;5;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;15;3;7;0;0,1983;0,0017;0;0;0;0;0;0,8;0;0;0,006017;8,31;8,31;3,11;0;1;1;0;0;1;0;0;0;0;1
TS158;79,2;79;1560;19;0;No;0,9;0,76-1,0;0,41;0,25-0,5;0,137983799;3047;2;2;0,05;0,637;Sixteen;16;Two;2;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0,558;0;0;0;0;0;0;0,442;0;0;0,01674;0;0;0;0;0;1;0;0;0;0;0;0;1;0
TS159;80,1;80;1580;19;0;No;0,98;0,76-1,0;0,23;0-0,25;0,074178884;3048;2;4;0,11;1,386;Sixteen;16;Twelve;12;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;4;0;0,282;0;0;0;0;0;0;0,718;0;0;0,00846;0;0;0;0;0;1;0;1;0;0;0;0;0;1
TS160;80,2;80;1580;20;0;No;0,66;0,51-0,75;0,28;0,25-0,5;0,110040248;3049;3;5;0,13;1,523;Sixteen;16;One;1;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;5;0,6963;0,3006;0,0031;0;0;0;0;0;0;0;0;0,009142;7,12;7;6,9975;0,161060154;0;1;0;0;1;0;0;1;1;0
